UNITID,Similar School 1,Similar School 2,Similar School 3,Similar School 4,Similar School 5,Similar School 6,Similar School 7,Similar School 8,Similar School 9,Similar School 10,Similar School 11,Similar School 12,Similar School 13,Similar School 14,Similar School 15,Similar School 16,Similar School 17,Similar School 18,Similar School 19,Similar School 20,Similar School 21,Similar School 22,Similar School 23,Similar School 24,Similar School 25,Similar School 26,Similar School 27,Similar School 28,Similar School 29,Similar School 30
196112,377555,229018,180179,186876,226833,200253,377564,436818,174358,366711,451671,218654,219046,175078,204200,214829,240426,240374,159416,448840,174233,148654,219471,214069,165820,214652,479956,214591,232681,243780
196121,141334,216010,216038,196246,233277,163851,200004,196149,212115,165820,221740,184782,433660,165024,130493,123572,176965,240189,196200,221847,237792,213349,157401,181215,172051,218964,229814,179557,212160,240417
196130,149772,199139,199148,164076,170082,154095,173920,179566,144892,237011,185590,149231,216764,228431,156620,126580,110583,141264,237525,157951,166674,233277,216339,23693903,23693902,23693901,126818,196246,217484,236939
196149,196246,216038,240189,176965,240417,184782,163851,139861,240480,233277,200004,123572,165024,221847,196121,155681,130493,196200,157401,433660,175272,212115,181783,240471,181215,221740,141334,214041,216010,165820
196158,240480,175272,168263,240471,213783,186876,196194,107071,23693901,23693903,23693902,196246,196149,232566,236939,186201,196219,183062,240189,216038,207388,186371,155681,129215,196167,165866,176965,174358,227881,171456
196167,196194,196185,183062,231712,196158,139861,197869,178411,186201,219046,409698,219082,129215,213783,139959,174066,163286,213613,163268,215293,218663,175272,181464,232566,207500,221759,231624,211291,174844,240268
196176,139861,184782,123572,165024,433660,186201,199218,217882,197869,196088,163851,196149,185572,163286,193584,236595,196097,170082,219709,214041,195003,111948,166513,233277,196121,187134,196194,214607,216038,196246
196185,196167,178411,231712,186201,196194,232566,129215,183062,183080,173124,217882,196103,409698,187134,198516,145813,176035,143358,215293,178615,190044,196079,197869,218663,153658,231624,178396,174066,232681,199218
196194,197869,139861,196167,196158,199218,143358,196185,196149,232681,196246,107044,186201,216038,240189,207458,183062,196176,155681,187134,181783,183080,213783,176965,165866,240462,167987,230995,156620,240417,178411
196200,157401,181215,221847,178624,144892,219356,155025,233277,149772,196246,216010,214041,240189,216038,221740,433660,130493,211644,165024,218964,221768,176965,141334,123572,230603,212115,171456,200004,173124,165820
196219,168263,215275,196237,186201,184782,196158,170082,125763,185590,195474,193973,187134,110097,214607,217484,216764,214616,109785,123572,214713,199184,129215,128771,214786,218645,167835,433660,167288,409698,165866
196228,110398,190682,207315,136172,137351,225511,448886,122597,209807,139940,156125,228769,407009,181394,190594,420574,190512,190549,190664,151111,220862,166708,236948,416801,204477,228778,228787,122755,145600,216339
196237,433660,123572,165024,214041,196219,184782,215275,127185,128771,167288,212115,130493,221768,141334,196200,217484,165820,186584,186876,149231,185590,175272,214786,196246,214801,218964,146612,233277,214607,214713
196246,216038,176965,196149,240189,240417,233277,175272,163851,139861,212115,196200,184782,200004,165820,123572,218964,240480,155681,433660,165024,196121,130493,181783,157401,221740,141334,172051,240471,181215,214041
196255,228909,229300,435000,110699,163259,209490,228653,159373,228644,229337,181428,228635,207342,223223,148511,416801,106263,218335,223214,190424,231970,207315,215123,216366,139755,196307,236948,220792,143853,456959
196264,174020,227377,187046,169479,190576,230782,155061,201955,451671,174358,115755,10236809,479956,226833,366711,151342,159966,178721,139311,147776,168430,476975,225414,102553,225432,151360,110495,207847,161873,262086
196291,215266,174437,166692,166674,207342,147679,240453,207324,219383,216339,181738,104179,221661,199139,178402,170639,137564,167288,202170,153126,199148,145600,215284,207582,123651,196130,207403,176947,219259,186399
196307,231970,435000,176026,229337,196255,207342,228653,166708,407629,106263,154156,420246,440828,218335,456959,460871,449481,447801,475273,439446,183071,436836,224545,209490,181428,223214,233356,177038,155636,159373
196413,191241,199847,165334,167358,164924,202480,198419,223232,130794,166683,230038,166027,129428,12293101,166124,195030,152080,122931,235316,214175,131469,213543,239105,236328,139658,131159,233374,147767,193900,127060
196431,444413,431983,405058,194657,197647,192624,194763,197601,455257,194666,197744,193247,247773,194675,189264,149329,216311,189857,446604,192165,193070,193061,476692,147369,209287,245731,197692,196583,194736,245777
196440,216311,193070,149329,194693,434937,177083,176664,183804,217040,174206,199759,195438,192165,245777,446604,405058,194736,197647,194657,192624,197744,216047,193247,431983,132408,186186,205124,196431,163532,176451
196468,145725,212054,146719,122436,127060,236595,191241,120883,123961,212106,167358,221670,111391,123970,175281,207458,131283,193821,219709,189015,167215,167093,15468801,15468802,193405,228194,203067,148982,194073,185828
196583,197610,126076,420325,194189,167677,193052,451398,384421,405058,449658,193247,196431,431983,194657,444413,192624,197647,189264,189273,216311,149329,476717,405854,189857,461847,375230,388520,194763,193070,172033
196592,136172,229160,148487,122597,190549,224226,190594,190664,227845,179894,224004,175005,119605,190512,122755,225627,190567,227863,209807,181394,142115,140164,407009,151111,189015,148982,212984,148627,199412,156286
196680,230782,170806,480569,110778,166045,178721,105367,169220,260956,155900,166717,119605,213446,167181,446932,426314,245892,230737,220613,448804,474863,177065,172608,217688,174899,220516,245883,172264,210775,161518
196866,212674,212009,128902,212577,170532,237057,218973,145646,143084,239017,160977,222983,162654,238333,107080,206525,166124,213385,173258,173902,191515,202523,120254,203535,197133,130697,198385,126678,161086,212911
196884,127273,173896,157298,160029,131973,15483701,23384201,21036801,21036802,414966,193894,210368,215628,147031,246345,38561901,38561902,140146,366793,215424,177278,223001,176600,146977,144014,150215,150288,191320,224305,206215
197018,189273,405854,375230,451404,197735,149329,197647,126076,193052,194657,189857,197610,431983,444413,192624,216311,196431,405058,189264,196583,193247,197601,167677,194666,194763,193070,193061,137272,455257,245731
197027,129020,126775,130943,213996,166629,115409,161299,111188,123165,173452,399911,214704,187134,139755,234076,152080,218645,243151,170976,199120,231624,197221,159373,233921,181428,240444,134130,243780,228723,110422
197045,210775,113698,220516,217688,114813,164492,156365,161165,157216,214272,117627,132657,165529,162760,146533,448309,239080,226231,161518,174899,230807,144962,446932,183974,128498,164447,144281,240107,184773,15336601
197133,212911,198385,216287,121345,112260,164465,213385,218070,228343,149781,216524,204909,146481,166018,121257,211273,168218,168281,166939,199865,165936,168342,161086,161004,153384,203535,128902,173902,216667,152390
197151,113582,164748,143048,367194,110370,163295,122612,19554401,194578,202170,366368,192712,166674,117168,148627,194310,208239,235024,142887,173887,174914,236595,392840,234492,222938,127945,214971,236577,127060,108232
197197,229267,150163,237066,181446,221351,157818,179043,207324,120254,205957,126678,209922,173902,192040,118888,164933,209825,231059,181002,189097,437316,201645,153834,168281,150534,236328,191241,143084,167996,202523
197221,441982,216597,164580,168148,152318,217165,186867,14902801,117636,192819,129242,121150,186131,195474,143853,193830,152080,167835,213543,115409,239169,364122,233374,201645,227757,211291,179867,199847,218070,164739
197230,230898,217998,150756,181020,233301,124292,210492,158477,230940,240338,142294,455770,232256,446048,232025,233295,216278,232308,147341,168591,150668,218539,173142,152673,233611,107877,216807,164270,10704401,183275
197601,194666,197647,194657,192624,431983,194675,444413,196431,455257,405058,147369,194763,193070,192165,446604,209287,197692,149329,476601,177816,216311,247773,476692,237136,193247,189264,197744,189857,142090,434937
197610,196583,420325,126076,194189,193052,167677,451398,384421,449658,476717,405854,405058,189264,189273,193247,444413,375230,431983,388520,196431,189857,194657,197647,192624,461847,216311,149329,156417,197018,441690
197647,194657,192624,431983,196431,444413,405058,194763,197601,194666,455257,194675,149329,216311,197744,193247,247773,446604,192165,189264,189857,193070,147369,476692,193061,197692,209287,245731,476601,177816,194693
197674,205124,186900,163532,245777,194736,186186,441609,247773,189264,189857,193247,446604,194693,117104,245731,134510,217606,434937,216047,363712,476692,193061,451370,200873,199759,436614,476601,444413,194657,405058
197692,194763,194666,197601,21510501,194675,192624,194657,197647,405058,192040,431983,196431,444413,147369,137777,193070,455257,192165,195438,446604,166054,16822703,16822701,459736,153320,215813,193052,476601,216311,149329
197708,201645,227757,150163,163046,207971,212106,209825,131469,450304,19457801,12293101,209056,181002,117946,168148,165662,164988,165015,195030,211440,193900,221999,131496,182670,217156,179265,189501,162928,186131,215062
197735,375230,405854,197018,189273,137272,451404,446604,205124,195438,245777,247773,441609,434937,163532,194693,194736,197674,420325,186900,186186,194189,476692,216047,239637,476717,476601,167464,384421,177816,451370
197744,405058,196431,431983,444413,247773,194657,197647,192624,446604,192165,194763,476692,197601,194666,194736,455257,193247,245777,186186,194675,194693,163532,196440,189264,216311,149329,205124,476601,237136,186900
197832,449010,210942,458496,146010,458982,148177,134811,222938,104188,142887,119775,443687,402776,117928,452027,117113,440439,434991,224776,441973,451796,450094,456010,448576,468015,440341,367194,445072,440457,442143
197869,199218,139861,196194,156620,217882,153658,232423,178396,145813,218663,139959,236939,181464,170082,215293,153603,164076,23693902,23693903,23693901,237011,207500,163286,196149,221759,196088,196176,110422,110705,106397
197911,167394,217013,153621,228468,219198,120537,162210,201964,218238,156213,204185,204635,149505,209409,201654,221731,204468,216357,213303,199069,210331,198598,206835,101435,440411,215691,189848,139630,155812,203845
197984,101693,198215,221014,133711,193353,123651,153375,236452,204617,230852,218645,192864,161226,150145,15336601,238661,148496,225247,209409,198598,157076,217688,198969,207403,164173,199698,153278,177144,237640,439288
197993,220181,102298,158802,160904,176318,198756,225575,217624,141060,176406,199582,227429,167455,103787,138947,218399,217873,144883,225885,137953,148849,220598,140553,237181,220808,454184,240338,138600,231095,198066
198066,183275,384254,138293,194392,240338,163976,154855,237181,154350,168546,157100,231095,210492,181020,181853,153162,216807,142294,189088,167455,150756,152363,446640,137953,148849,152673,239512,230940,173647,158477
198136,151263,215442,213367,172334,19554401,195234,173665,236595,216931,215655,174817,154350,146612,206622,148627,129941,208822,159656,185572,219709,161457,227845,189705,154688,169716,191931,111948,213349,203368,212601
198215,221014,123651,221661,137564,153126,237312,224527,174437,207403,176947,219383,197984,154004,173300,201371,213996,218441,183239,233426,201654,206507,207582,133711,125727,125763,15178601,176619,166850,215947,206437
198303,218414,131098,198899,159568,157100,138868,224527,232089,168528,166850,152363,146825,206507,215947,153001,201371,189848,101912,102377,171599,220701,139630,150677,217907,236133,152567,145372,182634,167260,192192
198385,212911,197133,112260,216287,121345,164465,213385,218070,228343,216524,149781,204909,166018,168218,121257,146481,211273,168281,166939,199865,165936,161004,161086,168342,216667,128902,153384,203535,234207,152390
198419,130794,166683,166027,190415,147767,215062,217156,243744,131496,139658,179867,190150,152080,221999,162928,144050,12293101,131469,193900,195030,211440,196413,110404,182670,164924,168148,164988,227757,199847,122931
198464,220075,209542,172699,174783,127741,227881,230728,110538,233277,200280,155317,228723,199139,237011,243197,240727,154095,126614,209551,216339,104151,155399,234030,104179,212018,182290,196060,164076,173920,218724
198507,201690,102377,213598,139719,199582,229887,211608,198862,159009,218229,106412,218414,217873,157058,227526,175342,218733,101073,101912,237330,219259,217907,217721,232937,198303,174075,133650,107600,220701,163453
198516,174844,216597,163046,199847,129242,125727,165662,209056,235316,211291,168148,173300,165334,202480,165015,170301,130697,212106,14902801,195474,217156,195030,232681,190044,121150,213543,117946,233374,191968,217165
198543,199999,175856,159416,199157,138716,160621,377564,140960,159009,232937,100724,151342,139366,226091,128744,10236801,10236802,10236803,10236808,130776,226833,221838,240480,171146,210429,130493,243665,133650,240277,221768
198561,179964,194958,207403,176947,147679,216694,211556,224527,112075,233541,107141,239628,210669,206048,150455,215655,137847,153108,121309,15336601,209065,151801,206589,150677,177968,203085,150400,193973,154527,15178601
198598,206330,204468,149505,414878,245953,151786,141486,101693,204617,218238,181738,217013,153621,114813,183211,197911,179450,134945,226587,433165,439288,156286,199412,150145,168227,219833,192864,11917301,230852,231837
